,pID,ID,bID,starttime,endtime,duration,oribill,discount,startGPSx,startGPSy,endGPSx,endGPSy,pstatus
537,2529,1044,288,2021-01-10 18:17:44,2021-01-11 02:13:44,476,3.97,3.17,55.87677272,-4.3007934121,55.88917173,-4.0276730446,1
538,2530,1014,135,2020-10-26 06:38:09,2020-10-26 14:13:09,455,3.79,3.03,55.8278734911,-4.0854938205,55.8649309551,-4.1908894383,1
539,2531,1136,560,2021-02-07 06:30:20,2021-02-07 07:01:20,31,0.26,0.21,55.8248589215,-4.026330035,55.8875056806,-4.0626301401,1
540,2532,1099,229,2020-09-30 17:10:42,2020-10-01 01:04:42,474,3.95,3.16,55.8571040647,-4.2314276779,55.8719636714,-4.092858329,1
541,2533,1117,190,2020-04-23 21:35:59,2020-04-23 21:55:59,20,0.17,0.13,55.9420286121,-4.0936848196,55.9061375679,-4.064518312,1
542,2534,1085,134,2020-11-10 16:24:27,2020-11-10 16:47:27,23,0.19,0.15,55.855797787,-4.2584000539,55.887176637,-4.0066765671,1
543,2535,1037,223,2020-08-01 13:07:15,2020-08-01 13:36:15,29,0.24,0.19,55.9288994628,-4.1499544936,55.9428587765,-4.0645855084,1
544,2536,1065,260,2020-09-11 15:20:55,2020-09-11 16:27:55,67,0.56,0.45,55.8148268372,-4.2465888049,55.9237035977,-4.0909525204,1
545,2537,1065,148,2020-06-06 21:41:11,2020-06-07 00:06:11,145,1.21,0.97,55.8276800653,-4.0798349152,55.8976452815,-4.045608471,1
546,2538,1154,223,2020-03-08 06:24:18,2020-03-08 10:39:18,255,2.12,1.7,55.9140953752,-4.2543529749,55.8706639164,-4.2640002827,1
547,2539,1044,488,2020-01-06 22:29:44,2020-01-06 22:37:44,8,0.07,0.05,55.9138003754,-4.1510669419,55.8140883466,-4.044356739,1
548,2540,1022,252,2020-02-18 17:15:27,2020-02-18 17:54:27,39,0.33,0.26,55.9325083071,-4.1598260471,55.8335564825,-4.2463285664,1
549,2541,1099,127,2020-05-24 08:07:36,2020-05-24 11:45:36,218,1.82,1.45,55.9456923332,-4.1731740108,55.8952900002,-4.1534157372,1
550,2542,1152,205,2020-02-06 13:34:57,2020-02-06 17:56:57,262,2.18,1.75,55.9195345531,-4.3057084438,55.8150573642,-4.0887616381,1
551,2543,1108,540,2020-05-03 05:30:13,2020-05-03 06:29:13,59,0.49,0.39,55.8887569926,-4.0324747594,55.9379326323,-4.2594979065,1
552,2544,1145,471,2021-01-08 22:15:40,2021-01-08 22:59:40,44,0.37,0.29,55.8520015849,-4.2359627992,55.9388490711,-4.2985891301,1
553,2545,1122,382,2020-01-13 01:15:30,2020-01-13 01:50:30,35,0.29,0.23,55.9435928143,-4.1478353017,55.8682399202,-4.1580357798,1
554,2546,1104,526,2021-01-19 11:38:31,2021-01-19 12:30:31,52,0.43,0.35,55.9247858019,-4.1042402537,55.8344581753,-4.1334258134,1
555,2547,1011,233,2020-03-05 17:17:05,2020-03-05 17:54:05,37,0.31,0.25,55.8210393877,-4.2603394186,55.8792379199,-4.1743602787,1
556,2548,1045,281,2020-06-27 10:22:11,2020-06-27 16:57:11,395,3.29,2.63,55.8105324606,-4.187875419,55.8589484834,-4.3061799798,1
557,2549,1151,342,2020-05-28 07:22:17,2020-05-28 16:27:17,545,4.54,3.63,55.9216093798,-4.0422661538,55.926293711,-4.2691665818,1
558,2550,1116,375,2020-10-20 04:23:25,2020-10-20 09:02:25,279,2.33,1.86,55.8584327735,-4.1247804386,55.9256392769,-4.0860404017,1
559,2551,1122,339,2020-12-01 06:14:32,2020-12-01 11:46:32,332,2.77,2.21,55.8150670881,-4.0103178689,55.9150794526,-4.1461995563,1
560,2552,1062,593,2020-10-13 01:47:24,2020-10-13 02:18:24,31,0.26,0.21,55.8721518909,-4.2786476069,55.9066067559,-4.2686917657,1
561,2553,1031,268,2020-12-09 10:36:24,2020-12-09 17:20:24,404,3.37,2.69,55.8742740958,-4.1643368332,55.8147281144,-4.1169840427,1
562,2554,1036,214,2020-12-07 17:12:59,2020-12-07 17:44:59,32,0.27,0.21,55.9350246616,-4.0915257801,55.8794602243,-4.1574572651,1
563,2555,1065,364,2020-02-16 20:22:12,2020-02-16 20:53:12,31,0.26,0.21,55.8109073418,-4.1054517808,55.8634968573,-4.210687387,1
564,2556,1110,500,2021-01-07 07:40:15,2021-01-07 07:51:15,11,0.09,0.07,55.8508900217,-4.2933299385,55.8714021825,-4.2848619293,1
565,2557,1153,207,2020-09-09 12:58:11,2020-09-09 17:06:11,248,2.07,1.65,55.9313143949,-4.2920877141,55.9026804858,-4.1471270069,1
566,2558,1095,500,2020-04-06 03:53:12,2020-04-06 04:50:12,57,0.47,0.38,55.8334137713,-4.0129623478,55.9463998617,-4.2933442014,1
567,2559,1149,210,2021-02-09 10:00:23,2021-02-09 10:06:23,6,0.05,0.04,55.892909888,-4.0897239728,55.8294608775,-4.2994069604,1
568,2560,1051,219,2020-12-01 06:57:48,2020-12-01 07:14:48,17,0.14,0.11,55.8407557768,-4.082633909,55.8423631256,-4.2352869061,1
569,2561,1096,491,2021-01-23 02:55:10,2021-01-23 03:32:10,37,0.31,0.25,55.8799992169,-4.2468572678,55.8220631276,-4.0303251702,1
570,2562,1130,414,2020-10-04 07:53:18,2020-10-04 12:01:18,248,2.07,1.65,55.8114448395,-4.2076309503,55.8135313792,-4.1007000785,1
571,2563,1155,569,2020-10-01 10:25:45,2020-10-01 18:51:45,506,4.22,3.37,55.9304417864,-4.1723576658,55.8388131539,-4.0777810047,1
572,2564,1110,534,2020-03-03 04:26:53,2020-03-03 04:37:53,11,0.09,0.07,55.8906559215,-4.1855893492,55.9475090912,-4.207162175,1
573,2565,1063,113,2020-05-16 08:35:13,2020-05-16 09:18:13,43,0.36,0.29,55.9280638901,-4.2343396981,55.8757154005,-4.3005152666,1
574,2566,1143,265,2020-09-11 23:41:36,2020-09-12 09:36:36,595,4.96,3.97,55.8415695651,-4.2461263477,55.8698627251,-4.0630232608,1
575,2567,1006,293,2020-12-25 11:32:36,2020-12-25 18:58:36,446,3.72,2.97,55.9377879156,-4.1594216951,55.9350069064,-4.0273164734,1
576,2568,1039,367,2020-03-03 16:02:00,2020-03-03 16:08:00,6,0.05,0.04,55.85854895,-4.0649781696,55.9390784036,-4.1325690832,1
577,2569,1053,159,2020-07-03 00:05:44,2020-07-03 02:51:44,166,1.38,1.11,55.879026329,-4.0611702633,55.8653580203,-4.2815186263,1
578,2570,1156,130,2021-01-15 22:24:06,2021-01-15 22:48:06,24,0.2,0.16,55.8322195688,-4.0707519378,55.8858845021,-4.1287084612,1
579,2571,1083,215,2020-07-15 04:03:41,2020-07-15 04:39:41,36,0.3,0.24,55.8665412662,-4.0297353625,55.8914370568,-4.1939037273,1
580,2572,1023,337,2021-02-15 05:08:10,2021-02-15 09:25:10,257,2.14,1.71,55.8893744275,-4.1641944567,55.8382892927,-4.0381354735,1
581,2573,1134,588,2020-07-21 17:54:45,2020-07-22 02:08:45,494,4.12,3.29,55.8646435693,-4.1744950262,55.8863227402,-4.2479703369,1
582,2574,1069,265,2020-10-21 10:21:57,2020-10-21 14:11:57,230,1.92,1.53,55.8905316568,-4.2311417966,55.9025759152,-4.2403233936,1
583,2575,1100,164,2020-04-07 17:59:55,2020-04-07 18:54:55,55,0.46,0.37,55.853077281,-4.2807400507,55.9433749102,-4.1543468271,1
584,2576,1079,482,2020-03-17 09:33:04,2020-03-17 09:59:04,26,0.22,0.17,55.8101472412,-4.2525222265,55.852608765,-4.2728262484,1
585,2577,1108,206,2020-11-16 15:30:21,2020-11-16 17:17:21,107,0.89,0.71,55.8697040345,-4.1125348207,55.8277711142,-4.3082410847,1
586,2578,1038,149,2020-05-30 07:45:05,2020-05-30 07:56:05,11,0.09,0.07,55.9247442895,-4.1352107393,55.9378336724,-4.2461170554,1
587,2579,1112,117,2020-06-27 02:12:08,2020-06-27 02:31:08,19,0.16,0.13,55.8705438998,-4.0863273585,55.929786695,-4.1556413564,1
588,2580,1068,181,2020-08-21 12:20:06,2020-08-21 12:50:06,30,0.25,0.2,55.8986610452,-4.1168567969,55.8820954747,-4.035553389,1
589,2581,1133,326,2020-02-14 04:11:04,2020-02-14 13:21:04,550,4.58,3.67,55.9040715017,-4.1594362038,55.8930676771,-4.0975606048,1
590,2582,1091,443,2020-02-15 21:59:43,2020-02-15 22:38:43,39,0.33,0.26,55.8707149287,-4.2374004202,55.8553964857,-4.2894605478,1
591,2583,1099,396,2020-02-21 08:37:24,2020-02-21 16:58:24,501,4.17,3.34,55.8802359259,-4.2263452658,55.8157706531,-4.218608694,1
592,2584,1102,474,2020-07-28 02:32:07,2020-07-28 03:23:07,51,0.42,0.34,55.9304792414,-4.1503381316,55.8763096215,-4.304584086,1
593,2585,1097,137,2020-12-08 17:08:14,2020-12-09 00:22:14,434,3.62,2.89,55.8746941767,-4.1944631195,55.924500065,-4.1439382009,1
594,2586,1078,271,2020-07-11 04:23:15,2020-07-11 04:24:15,1,0.01,0.01,55.9326031018,-4.1865951707,55.9004961648,-4.0305058884,1
595,2587,1054,471,2020-09-12 18:33:52,2020-09-12 19:32:52,59,0.49,0.39,55.94477653,-4.1705121402,55.856943225,-4.285743041,1
596,2588,1070,217,2020-07-12 15:19:59,2020-07-12 15:41:59,22,0.18,0.15,55.903159968,-4.1224718283,55.8270665503,-4.0057899511,1
597,2589,1071,123,2020-10-26 10:22:10,2020-10-26 14:57:10,275,2.29,1.83,55.8920249993,-4.0008543271,55.8519988008,-4.0530013147,1
598,2590,1008,487,2020-01-22 17:29:14,2020-01-22 23:59:14,390,3.25,2.6,55.8806698018,-4.0297057743,55.8483389169,-4.1454730956,1
599,2591,1080,274,2020-03-26 09:15:45,2020-03-26 09:47:45,32,0.27,0.21,55.8790773701,-4.0701639958,55.9151471354,-4.2770546605,1
600,2592,1158,545,2020-12-15 11:14:04,2020-12-15 15:23:04,249,2.08,1.66,55.8526289468,-4.0964099433,55.9110432248,-4.2925894047,1
601,2593,1068,278,2020-05-18 13:34:17,2020-05-18 13:43:17,9,0.07,0.06,55.8887112144,-4.122549122,55.8174226887,-4.1673523721,1
602,2594,1053,117,2021-02-10 12:53:30,2021-02-10 18:42:30,349,2.91,2.33,55.9482781188,-4.1899684207,55.8460490351,-4.0705845228,1
603,2595,1011,320,2020-08-28 00:39:08,2020-08-28 04:47:08,248,2.07,1.65,55.9417495888,-4.1193413448,55.8771539926,-4.2272152249,1
604,2596,1039,383,2020-10-12 13:56:02,2020-10-12 22:38:02,522,4.35,3.48,55.8912194161,-4.287655244,55.9094761665,-4.2465543608,1
605,2597,1118,190,2020-01-28 11:35:22,2020-01-28 11:42:22,7,0.06,0.05,55.8312106447,-4.1078188243,55.9042192917,-4.0221631344,1
606,2598,1105,180,2020-05-02 11:06:07,2020-05-02 11:47:07,41,0.34,0.27,55.8322007494,-4.3061132103,55.8490557381,-4.1192829155,1
607,2599,1144,317,2020-06-08 19:53:13,2020-06-08 20:52:13,59,0.49,0.39,55.9148615326,-4.0539438107,55.8778250711,-4.2296812156,1
608,2600,1037,130,2020-06-29 09:31:36,2020-06-29 10:18:36,47,0.39,0.31,55.903063998,-4.0637098973,55.8870935387,-4.2109161936,1
609,2601,1079,563,2021-02-20 22:39:22,2021-02-21 04:48:22,369,3.08,2.46,55.8963495904,-4.2326483113,55.8841134281,-4.0861887594,1
610,2602,1107,417,2020-12-03 04:51:49,2020-12-03 05:41:49,50,0.42,0.33,55.8134491355,-4.1936462701,55.9049820581,-4.1776234436,1
611,2603,1001,173,2020-12-11 22:44:15,2020-12-11 23:00:15,16,0.13,0.11,55.8787810125,-4.2626870328,55.8857623749,-4.1800346584,1
612,2604,1020,114,2020-02-05 21:01:09,2020-02-06 02:26:09,325,2.71,2.17,55.9411439982,-4.2925094226,55.82118112,-4.2521618835,1
613,2605,1047,489,2020-10-08 20:23:40,2020-10-09 03:18:40,415,3.46,2.77,55.8697654573,-4.2819134854,55.906516687,-4.2286133776,1
614,2606,1101,290,2020-06-17 01:38:55,2020-06-17 01:52:55,14,0.12,0.09,55.8822089253,-4.1595253866,55.8385534109,-4.1199312268,1
615,2607,1035,168,2020-05-04 16:26:29,2020-05-04 16:55:29,29,0.24,0.19,55.8510187306,-4.2795434793,55.8791178321,-4.3080642757,1
616,2608,1018,403,2021-01-18 16:20:15,2021-01-18 16:39:15,19,0.16,0.13,55.8918357702,-4.0013978157,55.9261718098,-4.0696951634,1
617,2609,1154,577,2020-02-10 12:06:52,2020-02-10 19:36:52,450,3.75,3,55.9385495121,-4.1113074371,55.8362615874,-4.3020402504,1
618,2610,1042,427,2020-02-11 14:15:11,2020-02-11 23:40:11,565,4.71,3.77,55.8301942032,-4.3095089751,55.8501783604,-4.185272881,1
619,2611,1001,110,2020-08-12 15:39:31,2020-08-12 16:34:31,55,0.46,0.37,55.9350424539,-4.073331168,55.8827451927,-4.0770069141,1
620,2612,1143,425,2020-11-25 21:13:50,2020-11-25 22:02:50,49,0.41,0.33,55.918639982,-4.1665259959,55.8831138308,-4.145061912,1
621,2613,1028,495,2020-04-12 03:46:23,2020-04-12 04:06:23,20,0.17,0.13,55.8613435771,-4.1727263184,55.9486550856,-4.287663834,1
622,2614,1066,575,2020-12-17 00:45:05,2020-12-17 01:30:05,45,0.38,0.3,55.8451132713,-4.1511933085,55.9369938663,-4.1465061754,1
623,2615,1018,267,2020-08-04 21:34:08,2020-08-04 22:21:08,47,0.39,0.31,55.8935963586,-4.2921314662,55.8292943119,-4.2182674727,1
624,2616,1126,352,2020-03-30 14:34:08,2020-03-30 15:17:08,43,0.36,0.29,55.8198450587,-4.0819978691,55.8129923612,-4.1617251408,1
625,2617,1067,222,2020-11-14 05:54:48,2020-11-14 06:02:48,8,0.07,0.05,55.9396991935,-4.2934645228,55.8127005834,-4.0936584461,1
626,2618,1004,181,2020-12-21 11:57:25,2020-12-21 12:42:25,45,0.38,0.3,55.9232009432,-4.2133606664,55.9092135447,-4.0645058837,1
627,2619,1008,164,2021-01-07 02:38:44,2021-01-07 03:38:44,60,0.5,0.4,55.8498262108,-4.1567680075,55.8252439096,-4.1100072447,1
628,2620,1038,460,2020-11-18 14:48:12,2020-11-18 15:03:12,15,0.12,0.1,55.8768343148,-4.1461820237,55.8450487558,-4.0651849686,1
629,2621,1024,333,2020-02-05 16:48:09,2020-02-06 01:12:09,504,4.2,3.36,55.8838629829,-4.2554997613,55.91741178,-4.2239887637,1
630,2622,1032,529,2020-11-25 03:52:51,2020-11-25 08:04:51,252,2.1,1.68,55.8153072651,-4.2832283577,55.865380294,-4.1406030315,1
631,2623,1121,249,2020-03-12 01:29:52,2020-03-12 01:52:52,23,0.19,0.15,55.9297617405,-4.0041811279,55.9340615814,-4.0969180975,1
632,2624,1052,578,2021-01-11 09:07:31,2021-01-11 10:52:31,105,0.88,0.7,55.8588930125,-4.0736755834,55.8109014002,-4.1217040797,1
633,2625,1008,200,2020-12-03 11:35:32,2020-12-03 14:37:32,182,1.52,1.21,55.8457174002,-4.2754621833,55.815664358,-4.1492862254,1
634,2626,1113,112,2020-11-12 02:00:28,2020-11-12 02:54:28,54,0.45,0.36,55.8829181583,-4.2659743318,55.8459374255,-4.0324080438,1
635,2627,1089,215,2020-10-25 02:57:26,2020-10-25 03:52:26,55,0.46,0.37,55.8300308907,-4.277048284,55.9352390846,-4.2835700444,1
636,2628,1003,445,2020-09-23 07:02:16,2020-09-23 14:04:16,422,3.52,2.81,55.8747308864,-4.0716578409,55.8840646506,-4.183414913,1
637,2629,1130,538,2020-12-12 19:56:05,2020-12-12 20:35:05,39,0.33,0.26,55.9339032659,-4.1831217816,55.8585127628,-4.1490746546,1
638,2630,1088,542,2020-12-29 08:07:40,2020-12-29 10:49:40,162,1.35,1.08,55.8575700044,-4.159787956,55.9246914283,-4.2066567702,1
639,2631,1083,532,2020-09-16 17:33:35,2020-09-17 00:59:35,446,3.72,2.97,55.9494348944,-4.2197815534,55.8281430485,-4.1572855376,1
640,2632,1093,146,2020-09-11 23:34:11,2020-09-11 23:57:11,23,0.19,0.15,55.9102773392,-4.2586931974,55.8756011569,-4.295543301,1
641,2633,1122,289,2020-11-23 19:29:26,2020-11-23 20:01:26,32,0.27,0.21,55.842649987,-4.1196372936,55.9086517599,-4.0482917848,1
642,2634,1153,343,2021-01-23 12:56:38,2021-01-23 21:47:38,531,4.42,3.54,55.9335865002,-4.1692201048,55.9480584938,-4.2291057038,1
643,2635,1056,210,2020-05-03 00:21:55,2020-05-03 01:09:55,48,0.4,0.32,55.8786883035,-4.0596364775,55.880450866,-4.1293323606,1
644,2636,1006,206,2020-06-25 06:46:26,2020-06-25 16:43:26,597,4.97,3.98,55.9499587059,-4.1992360386,55.9095211879,-4.1264029792,1
645,2637,1143,280,2020-12-30 20:24:05,2020-12-31 03:38:05,434,3.62,2.89,55.8725567832,-4.3054077971,55.899570146,-4.1345664921,1
646,2638,1064,195,2021-02-05 12:26:02,2021-02-05 13:26:02,60,0.5,0.4,55.8693534216,-4.1052096001,55.9393991539,-4.2047999998,1
647,2639,1034,540,2020-03-14 22:59:33,2020-03-14 23:36:33,37,0.31,0.25,55.8804613949,-4.1596041782,55.8122484071,-4.1497183144,1
648,2640,1115,519,2021-01-26 06:50:02,2021-01-26 13:50:02,420,3.5,2.8,55.8254102114,-4.2846262383,55.8273264387,-4.0665856694,1
649,2641,1067,436,2020-08-21 22:57:06,2020-08-22 06:39:06,462,3.85,3.08,55.8582934527,-4.0836179852,55.8929212264,-4.2967921002,1
650,2642,1085,553,2020-05-31 22:08:24,2020-05-31 22:27:24,19,0.16,0.13,55.8255534259,-4.1512772763,55.9021215556,-4.0989201242,1
651,2643,1012,587,2020-11-14 05:03:50,2020-11-14 15:00:50,597,4.97,3.98,55.89889198,-4.2694137497,55.8256220256,-4.2614603471,1
652,2644,1037,573,2020-10-04 14:27:12,2020-10-04 14:32:12,5,0.04,0.03,55.8125616732,-4.0089956181,55.922309793,-4.2795762456,1
653,2645,1022,520,2020-07-06 03:20:38,2020-07-06 10:19:38,419,3.49,2.79,55.9267941666,-4.0141742989,55.8939002808,-4.0863709373,1
654,2646,1009,414,2020-05-30 00:55:34,2020-05-30 03:15:34,140,1.17,0.93,55.8140495662,-4.0712599441,55.8614001375,-4.0400930914,1
655,2647,1009,556,2021-02-19 23:27:55,2021-02-20 03:56:55,269,2.24,1.79,55.8688334142,-4.2620756572,55.8458113395,-4.0997740338,1
656,2648,1027,356,2020-02-11 20:26:21,2020-02-11 20:50:21,24,0.2,0.16,55.9431799182,-4.0712067743,55.9080891025,-4.1154878157,1
657,2649,1152,497,2020-01-08 06:03:45,2020-01-08 11:08:45,305,2.54,2.03,55.9228694752,-4.0196262901,55.8239066571,-4.2124935427,1
658,2650,1008,584,2020-09-08 12:14:07,2020-09-08 12:32:07,18,0.15,0.12,55.8831175185,-4.0153350079,55.9122506197,-4.0747386191,1
659,2651,1152,248,2020-03-26 17:05:54,2020-03-26 17:29:54,24,0.2,0.16,55.8225601185,-4.0690539161,55.8159649336,-4.0708974358,1
660,2652,1088,524,2020-08-19 12:51:09,2020-08-19 13:18:09,27,0.23,0.18,55.8386143848,-4.0831086,55.844807853,-4.1905278431,1
661,2653,1077,558,2020-06-15 19:04:56,2020-06-16 02:35:56,451,3.76,3.01,55.9256220529,-4.2503254784,55.8970267448,-4.0367669305,1
662,2654,1045,167,2020-01-05 08:50:36,2020-01-05 11:33:36,163,1.36,1.09,55.9422341232,-4.185316235,55.9301496784,-4.0512208211,1
663,2655,1053,583,2020-10-11 08:00:41,2020-10-11 08:09:41,9,0.07,0.06,55.9188303467,-4.0477494273,55.9497077439,-4.2348443336,1
664,2656,1110,273,2020-11-29 05:17:11,2020-11-29 05:22:11,5,0.04,0.03,55.874873826,-4.133037275,55.8854064628,-4.1549180557,1
665,2657,1080,454,2020-01-27 18:10:12,2020-01-27 18:59:12,49,0.41,0.33,55.8986804408,-4.212568004,55.869433698,-4.2254082033,1
666,2658,1073,139,2021-02-05 23:54:28,2021-02-06 00:24:28,30,0.25,0.2,55.9249804764,-4.2997449402,55.8729962426,-4.2083047963,1
667,2659,1071,297,2020-05-04 22:19:29,2020-05-04 22:44:29,25,0.21,0.17,55.8901614587,-4.0675824577,55.9392868542,-4.0286032921,1
668,2660,1057,179,2020-03-15 10:46:52,2020-03-15 17:24:52,398,3.32,2.65,55.8210073368,-4.0935808334,55.9238485076,-4.0951979021,1
669,2661,1111,221,2020-06-27 13:16:18,2020-06-27 13:39:18,23,0.19,0.15,55.8189204141,-4.1023366486,55.815642121,-4.1041410896,1
670,2662,1040,536,2020-12-15 16:33:11,2020-12-15 20:34:11,241,2.01,1.61,55.8747584265,-4.2085396098,55.9372096956,-4.033786824,1
671,2663,1122,212,2020-05-22 23:52:23,2020-05-23 00:37:23,45,0.38,0.3,55.856713044,-4.2440819683,55.9378798916,-4.0230148214,1
672,2664,1003,517,2020-11-21 16:08:19,2020-11-21 16:26:19,18,0.15,0.12,55.8743923895,-4.0069575023,55.8592595227,-4.0699918647,1
673,2665,1127,490,2020-03-02 14:21:12,2020-03-02 18:12:12,231,1.93,1.54,55.8295334758,-4.1392042136,55.9029876117,-4.0592655019,1
674,2666,1051,408,2020-05-11 08:56:38,2020-05-11 09:27:38,31,0.26,0.21,55.8347379917,-4.066362272,55.8446596731,-4.2238629096,1
675,2667,1139,211,2020-09-01 10:53:36,2020-09-01 17:18:36,385,3.21,2.57,55.8193409408,-4.095009922,55.8752858822,-4.1659464851,1
676,2668,1006,542,2020-03-01 03:38:00,2020-03-01 04:35:00,57,0.47,0.38,55.9076029091,-4.1580608769,55.8645781091,-4.2227586433,1
677,2669,1014,516,2021-01-15 07:48:23,2021-01-15 08:02:23,14,0.12,0.09,55.9425379934,-4.0502694443,55.9092847241,-4.1664651964,1
678,2670,1096,370,2020-02-24 06:25:46,2020-02-24 06:44:46,19,0.16,0.13,55.8450845939,-4.1721666821,55.9216195513,-4.1139753782,1
679,2671,1045,574,2020-03-16 10:02:57,2020-03-16 15:05:57,303,2.52,2.02,55.9371889525,-4.0498020889,55.8513970479,-4.2854368209,1
680,2672,1091,340,2020-03-02 06:20:09,2020-03-02 07:29:09,69,0.57,0.46,55.8361623288,-4.307383141,55.9344195837,-4.3099328279,1
681,2673,1140,230,2020-09-01 11:22:36,2020-09-01 15:25:36,243,2.02,1.62,55.8301514975,-4.0603467404,55.8346775036,-4.0354790472,1
682,2674,1133,277,2021-01-17 01:53:08,2021-01-17 07:30:08,337,2.81,2.25,55.9147927871,-4.1659788675,55.9258256981,-4.071614603,1
683,2675,1139,240,2020-08-31 14:40:19,2020-08-31 16:15:19,95,0.79,0.63,55.9178574425,-4.0261991211,55.811715902,-4.2775552481,1
684,2676,1033,225,2020-03-02 13:53:53,2020-03-02 14:21:53,28,0.23,0.19,55.9255406044,-4.2884140951,55.8684670427,-4.1065007866,1
685,2677,1030,388,2020-11-27 01:41:20,2020-11-27 11:18:20,577,4.81,3.85,55.9252257313,-4.2868166627,55.8197857719,-4.1809067977,1
686,2678,1130,258,2020-06-27 09:24:29,2020-06-27 10:08:29,44,0.37,0.29,55.8564711212,-4.1297881794,55.8225308717,-4.1707583018,1
687,2679,1009,457,2021-02-23 11:07:40,2021-02-23 12:02:40,55,0.46,0.37,55.9131481222,-4.1252930141,55.8822055071,-4.2275078953,1
688,2680,1048,444,2021-01-05 14:39:57,2021-01-05 22:42:57,483,4.03,3.22,55.8939461087,-4.0412729889,55.9111830956,-4.1236044496,1
689,2681,1024,197,2020-03-02 21:37:59,2020-03-03 06:55:59,558,4.65,3.72,55.8122223174,-4.2917621886,55.8452145103,-4.2446615683,1
690,2682,1018,250,2020-08-10 15:02:25,2020-08-10 15:29:25,27,0.23,0.18,55.9480765895,-4.1457583883,55.8931296599,-4.1783675288,1
691,2683,1092,521,2020-09-12 07:45:01,2020-09-12 12:23:01,278,2.32,1.85,55.9006096384,-4.0356249111,55.9493382803,-4.1319945567,1
692,2684,1069,175,2020-10-29 21:47:48,2020-10-29 21:57:48,10,0.08,0.07,55.9173400938,-4.0971599782,55.942644323,-4.0880832421,1
693,2685,1083,171,2020-05-13 00:22:13,2020-05-13 08:06:13,464,3.87,3.09,55.8763852702,-4.0628638968,55.8611670572,-4.1304502113,1
694,2686,1018,429,2020-05-01 02:28:56,2020-05-01 05:16:56,168,1.4,1.12,55.8948181302,-4.2062110704,55.9039512668,-4.000746881,1
695,2687,1051,545,2020-04-12 04:41:52,2020-04-12 05:08:52,27,0.23,0.18,55.9186370307,-4.2451817149,55.8435792896,-4.0897575786,1
696,2688,1082,380,2020-05-17 21:14:35,2020-05-18 04:40:35,446,3.72,2.97,55.922834515,-4.2679256879,55.8813874323,-4.192392404,1
697,2689,1044,173,2020-09-20 00:06:13,2020-09-20 00:34:13,28,0.23,0.19,55.915817962,-4.0675528122,55.8168938178,-4.2760943261,1
698,2690,1009,368,2020-01-28 16:14:36,2020-01-28 16:19:36,5,0.04,0.03,55.8150448568,-4.0877319962,55.8377225057,-4.0321852434,1
699,2691,1063,547,2020-08-12 08:37:49,2020-08-12 16:29:49,472,3.93,3.15,55.907604527,-4.2610697718,55.93884457,-4.0797233745,1
700,2692,1126,146,2020-08-18 05:39:17,2020-08-18 06:22:17,43,0.36,0.29,55.9423732822,-4.2850983119,55.8478689063,-4.2040618359,1
701,2693,1112,544,2020-06-17 03:06:36,2020-06-17 04:44:36,98,0.82,0.65,55.9277096016,-4.19762513,55.8530030389,-4.2923440806,1
702,2694,1119,160,2020-04-10 05:19:54,2020-04-10 05:42:54,23,0.19,0.15,55.9464968892,-4.1002768152,55.8947717799,-4.2252422628,1
703,2695,1076,309,2020-05-01 13:37:00,2020-05-01 22:46:00,549,4.58,3.66,55.8230448768,-4.1731521373,55.8398382495,-4.0128433579,1
704,2696,1043,436,2020-10-18 14:59:49,2020-10-18 20:20:49,321,2.67,2.14,55.9193866772,-4.1181013802,55.8264865725,-4.006810735,1
705,2697,1026,519,2020-07-06 13:37:50,2020-07-06 21:34:50,477,3.98,3.18,55.8937955833,-4.2090335829,55.8702898529,-4.0998390772,1
706,2698,1080,348,2020-01-08 20:46:06,2020-01-08 21:22:06,36,0.3,0.24,55.9318978483,-4.0416842883,55.8426017385,-4.2430751462,1
707,2699,1045,338,2020-10-04 20:47:25,2020-10-04 21:17:25,30,0.25,0.2,55.8537184658,-4.230405721,55.8571480207,-4.0670426426,1
708,2700,1067,226,2021-02-09 03:59:56,2021-02-09 04:50:56,51,0.42,0.34,55.8832010002,-4.0794558457,55.8671125398,-4.1810905496,1
709,2701,1144,127,2020-07-29 12:00:42,2020-07-29 12:51:42,51,0.42,0.34,55.9187197018,-4.0112438454,55.9412561052,-4.0453763225,1
710,2702,1024,338,2020-02-27 20:16:35,2020-02-27 21:10:35,54,0.45,0.36,55.854246905,-4.0514932878,55.8153759533,-4.2859503919,1
711,2703,1110,242,2020-09-29 02:38:25,2020-09-29 03:25:25,47,0.39,0.31,55.8145637434,-4.1692611901,55.8375252172,-4.0537026873,1
712,2704,1014,417,2020-11-20 08:37:11,2020-11-20 14:23:11,346,2.88,2.31,55.9409119524,-4.1688417695,55.9099555511,-4.2048841689,1
713,2705,1131,300,2020-09-04 21:05:42,2020-09-04 21:32:42,27,0.23,0.18,55.9104508677,-4.0902925048,55.9317223737,-4.039593388,1
714,2706,1067,280,2020-08-26 23:34:58,2020-08-26 23:41:58,7,0.06,0.05,55.8287165565,-4.1034330533,55.8112206166,-4.2831881998,1
715,2707,1078,381,2020-05-25 01:56:15,2020-05-25 03:11:15,75,0.62,0.5,55.9367374364,-4.1767642823,55.9391567766,-4.2780874019,1
